GEOID,gq_pop,hh_child,hh_pop,hh_senior,hh_tot,inc_med,inc10,inc100,inc125,inc15,inc150,inc20,inc200,inc200p,inc25,inc30,inc35,inc40,inc45,inc50,inc60,inc75,veh_tot,veh0,veh1,veh2,veh3,veh4,veh5
150030089092,0,238,1113,318,334,112778,0,80,60,0,41,0,35,51,0,9,9,0,23,0,26,0,747,8,41,186,71,19,9
150030089121,233,552,2735,599,458,131563,4,38,43,5,107,5,68,79,17,13,16,0,19,0,4,40,1449,4,66,117,76,102,93
150030089131,126,551,2811,621,484,124714,0,57,95,13,36,5,93,109,6,0,6,6,7,6,19,26,1361,31,62,112,135,80,64
150030089132,0,147,1295,314,300,78889,0,41,25,6,37,0,12,45,7,6,0,12,5,6,19,79,767,11,23,135,78,25,28
150030089141,155,914,3273,334,716,59630,15,134,15,66,27,40,33,47,12,0,8,32,68,41,84,94,1207,62,330,235,23,16,50
150030089142,0,521,1984,122,453,64509,58,51,54,16,14,19,7,41,0,0,0,23,13,23,52,82,663,26,260,128,9,30,0
150030089151,0,507,2822,406,758,90714,18,135,61,0,54,8,100,135,7,34,0,0,17,8,76,105,1963,27,122,261,162,121,65
150030089152,0,644,2621,209,1089,64190,65,176,148,23,62,4,24,0,53,84,42,45,17,17,116,213,1524,51,595,408,27,8,0
150030089171,0,316,2139,423,663,145781,0,95,69,0,73,0,133,186,0,0,8,7,0,0,8,84,1595,8,122,210,246,70,7
150030089172,0,510,2371,385,822,107625,37,61,81,0,114,70,144,80,10,7,0,28,27,22,62,79,1633,22,342,178,201,63,16
150030089181,0,541,2118,321,732,98250,18,131,168,9,114,44,47,30,9,19,0,9,0,45,18,71,1402,17,197,394,92,19,13
150030089182,0,68,447,51,132,151389,0,9,16,0,27,0,38,33,0,0,0,0,0,0,0,9,330,0,9,67,37,19,0
150030089183,0,241,933,162,282,77434,0,98,24,0,17,0,36,3,0,0,9,9,33,0,0,53,570,10,95,123,0,41,13
150030089184,0,348,1861,376,551,121719,9,82,91,10,126,0,66,76,0,0,8,0,28,4,35,16,1342,12,79,278,85,65,32
150030089201,0,445,1561,145,516,89900,41,67,132,0,59,20,41,9,9,0,35,53,0,0,0,50,828,69,206,162,27,43,9
150030089202,0,103,915,167,383,84028,8,107,33,18,26,16,61,8,0,0,9,8,9,8,16,56,817,8,119,137,52,67,0
150030089203,15,135,640,81,241,90694,30,43,52,8,9,0,27,8,9,24,0,0,0,0,17,14,412,24,94,87,0,36,0
150030089204,0,255,1261,250,369,115469,25,19,34,23,100,0,52,17,0,0,0,0,20,0,16,63,874,0,76,142,98,45,8
150030089211,96,495,2521,474,571,102938,5,46,69,8,47,13,84,101,5,0,22,4,5,0,84,78,1619,9,93,194,94,92,89
150030089221,0,184,1555,222,678,92866,24,151,83,0,115,0,66,0,0,12,29,15,13,12,39,119,1151,15,214,410,39,0,0
150030089222,0,425,1825,123,660,102222,16,114,132,0,81,0,121,12,0,13,24,0,0,0,69,78,1358,13,189,326,49,45,38
150030089223,0,504,1822,218,620,105465,13,78,95,0,49,54,73,101,49,0,0,0,0,0,12,96,1080,15,247,241,117,0,0
150030089224,0,356,1860,296,738,125303,0,79,126,6,236,0,98,43,0,0,12,0,27,0,11,100,1390,25,223,333,127,30,0
150030089231,0,542,3036,369,1222,80882,70,210,139,9,144,9,113,52,20,45,19,80,73,37,76,126,2123,47,535,433,124,65,18
150030089232,0,205,969,132,373,87266,10,109,59,10,53,0,20,6,0,0,9,0,0,19,20,58,659,27,127,134,76,9,0
150030089233,0,90,690,186,200,121750,8,34,52,0,20,0,35,42,0,0,0,0,0,0,0,9,566,0,35,54,62,8,41
150030089241,0,701,3297,195,958,122436,20,63,274,0,122,0,159,131,0,0,13,0,40,26,12,98,2559,0,78,458,252,57,113
150030089242,0,429,1981,240,507,122868,13,164,61,0,16,0,131,92,0,0,0,0,13,0,0,17,1632,0,25,124,92,247,19
150030089243,0,437,2093,313,549,100709,18,68,85,0,42,37,103,55,0,53,12,0,0,0,63,13,1251,15,122,264,39,79,30
150030089251,0,796,3811,525,1078,98125,53,216,217,0,129,9,107,74,7,23,19,31,9,8,105,71,2207,32,328,459,117,117,25
150030089252,0,428,1849,379,448,109643,8,118,103,0,41,27,24,87,0,0,8,24,0,0,0,8,1173,0,57,167,146,46,32
150030089253,0,294,1418,255,354,117045,0,49,110,8,67,0,16,48,0,0,0,16,9,0,22,9,801,28,38,179,70,8,31
150030089261,0,380,1745,126,720,86630,59,136,126,0,62,8,47,52,5,10,15,5,5,18,38,134,1159,24,304,321,71,0,0
150030089271,0,1526,5116,315,1606,115270,9,325,213,8,198,9,375,144,10,17,10,24,26,34,98,106,3321,28,441,722,277,103,35
150030089281,0,1211,3985,242,1127,133984,10,105,201,0,288,0,203,188,0,18,20,9,23,9,36,17,2672,25,148,573,252,48,81
150030089291,11,210,1728,736,908,59663,0,80,86,17,45,83,41,67,0,101,0,79,32,31,118,128,1026,222,469,110,91,16,0
150030089292,0,431,2257,293,913,73958,24,168,67,27,95,41,72,42,15,0,3,56,58,13,71,161,1663,41,341,335,159,10,27
150030089301,0,375,2244,304,772,139000,8,95,110,0,86,4,184,159,13,0,6,0,5,50,27,25,1885,12,59,407,193,78,23
150030089311,0,993,2869,127,791,157448,32,41,108,21,128,0,229,216,0,0,0,0,5,0,0,11,1983,0,43,446,189,94,19
150030089312,444,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030090001,37,761,2354,14,871,62878,29,181,57,7,57,21,9,23,13,22,76,51,35,27,112,151,1411,4,392,406,69,0,0
150030091001,37,902,3277,399,771,67454,61,94,40,15,85,20,83,56,15,46,35,59,29,28,31,74,1737,66,249,206,101,17,132
150030091002,265,356,1504,299,403,64145,19,65,10,19,46,0,22,31,10,22,24,37,28,5,18,47,964,10,76,134,147,12,24
150030092001,9,903,3350,527,850,97609,23,76,44,54,92,0,195,72,7,68,0,0,15,27,95,82,2064,46,166,226,306,54,52
150030092002,6,542,2769,423,836,83176,0,120,74,22,101,17,68,97,11,11,36,0,61,35,30,153,1843,0,328,249,173,0,86
150030092003,0,390,1867,619,637,84620,0,93,192,18,58,10,36,11,14,0,26,15,67,13,33,51,1347,0,141,295,188,13,0
150030093001,14,202,1482,337,617,56414,59,72,82,77,26,29,20,23,33,23,41,0,10,15,68,39,894,150,229,116,82,23,17
150030093002,0,39,432,211,222,32000,47,0,19,44,0,0,0,19,12,0,19,20,10,0,32,0,197,116,45,51,0,0,10
150030093003,0,298,1184,197,268,71000,37,6,19,0,12,0,30,53,27,0,0,5,40,0,7,32,620,43,66,47,53,22,37
150030093004,99,371,1319,342,414,35000,51,30,34,57,0,8,0,19,28,33,30,82,17,10,15,0,397,139,199,53,0,23,0
150030094001,0,145,899,113,356,36786,63,85,12,24,7,26,0,0,23,6,21,34,23,7,4,21,451,96,133,72,46,9,0
150030094002,0,251,1474,257,572,64235,69,62,72,52,52,0,27,8,6,13,0,49,14,7,42,99,972,38,265,146,88,24,11
150030094003,12,290,1109,251,362,46154,28,26,15,10,9,82,23,23,0,0,14,7,34,21,24,46,540,49,165,111,21,3,13
150030094004,23,568,1388,45,412,27016,69,24,31,53,24,59,0,24,0,45,0,19,14,7,17,26,528,95,181,95,24,0,17
150030095011,50,1164,2451,17,615,51205,10,111,27,6,12,8,13,0,0,67,59,72,45,27,115,43,894,16,320,263,16,0,0
150030095012,0,1553,3599,33,1019,54300,18,129,95,9,0,10,21,46,40,60,89,83,26,59,153,181,1716,0,370,609,32,8,0
150030095021,0,62,435,0,209,52577,0,9,0,0,0,0,0,0,12,34,12,17,16,0,61,48,293,0,137,60,12,0,0
150030095022,0,2134,4287,9,1088,70780,28,232,145,10,31,0,10,42,12,34,36,42,62,24,167,213,1938,13,220,847,8,0,0
150030095031,2835,632,1281,2,322,69894,22,73,79,0,0,0,0,3,0,0,0,5,17,4,20,99,576,5,83,216,11,7,0
150030095041,0,482,1295,36,403,76250,0,108,30,0,32,16,25,14,14,14,10,0,14,6,43,77,714,0,135,225,43,0,0
150030095071,211,511,2135,5,806,52202,12,117,32,6,13,24,9,13,34,63,54,56,42,75,108,148,1139,50,431,285,22,18,0
150030095072,1217,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030096031,0,403,1462,143,407,100089,77,32,129,0,14,0,28,33,15,33,0,0,16,0,0,30,805,41,106,137,82,26,15
150030096032,514,1152,3428,285,994,88663,59,329,129,15,104,0,90,0,0,17,13,50,0,0,109,79,2190,43,129,586,84,123,29
150030096033,49,296,1050,76,195,65719,0,0,40,16,17,0,0,12,0,0,0,14,0,12,0,84,462,0,16,128,14,37,0
150030096034,404,554,1889,329,486,66900,41,101,70,24,13,65,0,36,7,0,59,0,14,0,14,42,973,24,171,155,52,84,0
150030096035,0,625,2123,248,561,82386,38,72,13,14,54,39,168,13,45,0,0,15,0,45,39,6,1317,38,90,139,227,67,0
150030096036,0,73,456,127,162,NA,14,7,48,0,0,39,15,0,16,15,0,0,0,0,8,0,269,0,68,81,13,0,0
150030096081,19,506,2163,333,523,48576,79,52,33,72,37,23,24,0,13,8,8,9,8,66,40,51,1056,98,124,144,60,44,53
150030096082,0,936,2815,279,717,66295,43,94,54,13,60,32,91,34,4,38,3,37,31,5,93,85,1667,60,116,314,106,49,72
150030097011,0,388,1453,156,279,97841,22,18,53,0,57,7,16,4,1,0,34,0,22,0,12,33,716,1,83,63,65,29,38
150030097012,0,526,1422,148,427,19375,162,22,9,29,15,30,17,0,0,32,23,24,0,21,37,6,488,209,58,89,32,39,0
150030097013,455,1053,3144,235,942,28704,118,74,48,119,30,81,8,8,90,77,44,0,29,49,38,129,986,316,411,102,97,8,8
150030097031,27,770,3111,433,820,71591,88,132,85,74,53,0,46,90,23,18,10,9,35,9,58,90,1737,36,211,364,98,68,43
150030097032,10,717,2688,361,580,71818,7,95,75,3,30,18,39,37,20,11,29,15,22,54,62,63,1299,42,159,166,111,51,51
150030097033,0,325,1056,170,208,60000,10,57,0,31,7,8,0,32,0,26,0,0,19,0,10,8,502,32,34,70,16,0,56
150030097041,366,936,3172,512,670,100000,17,79,127,9,59,40,68,81,6,12,43,26,23,8,34,38,1685,22,153,174,178,77,66
150030098011,0,596,2030,280,785,50598,40,131,85,37,22,54,26,3,47,23,35,58,46,47,56,75,903,135,418,211,21,0,0
150030098012,2,52,566,160,199,81563,10,39,14,10,2,23,15,47,2,0,0,0,9,0,5,23,401,7,61,63,61,4,3
150030098021,125,716,2876,332,710,60461,96,90,84,21,44,33,7,24,14,49,7,43,18,20,47,113,1261,80,247,258,48,44,33
150030098022,75,516,1888,219,425,83250,18,49,40,17,62,30,61,24,0,10,12,28,14,18,0,42,1054,27,78,88,140,86,6
150030098023,0,1005,2182,182,390,49767,11,52,51,0,0,0,27,8,26,36,11,57,15,43,44,9,889,67,44,113,83,64,19
150030099021,0,180,602,70,226,40313,29,8,33,8,7,30,26,15,9,0,36,0,8,9,8,0,366,59,50,86,9,0,22
150030099022,0,146,853,153,251,49563,9,8,17,0,0,12,34,22,16,18,0,8,15,51,41,0,414,7,138,57,34,15,0
150030099023,0,272,1312,183,262,117262,0,46,38,9,35,0,52,42,0,13,0,0,0,8,10,9,808,9,22,38,127,17,49
150030099024,0,403,1117,215,286,71667,9,23,0,9,42,12,68,0,0,12,0,0,0,0,47,64,782,12,12,138,52,47,25
150030099041,41,342,1840,234,754,80875,36,117,85,31,57,28,67,71,16,9,26,31,26,10,65,79,1394,6,261,384,61,34,8
150030099042,0,17,353,0,17,NA,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,85,0,0,0,0,0,17
150030099043,0,339,1155,199,306,68846,30,37,60,0,7,23,15,28,0,19,4,24,4,5,22,28,593,52,89,61,52,34,18
150030099044,5,218,969,171,320,79038,32,66,32,4,33,22,37,0,0,12,13,0,9,9,13,38,702,20,63,109,91,37,0
150030099045,0,278,1320,292,438,81154,53,46,81,5,59,4,26,18,8,16,14,5,4,13,18,68,902,13,159,133,91,21,21
150030100001,62,118,980,220,430,80000,14,73,33,17,47,7,30,59,0,44,46,0,19,0,7,34,848,0,158,192,38,30,12
150030100002,145,898,2688,31,832,44397,17,81,38,12,49,6,0,37,0,61,112,141,74,8,41,155,1196,35,446,314,26,11,0
150030101001,0,496,2027,243,564,113125,0,111,35,0,47,12,79,137,0,13,11,0,22,0,0,97,1494,0,108,285,40,14,117
150030101002,2,558,2609,490,901,110954,0,116,110,0,117,14,79,175,0,23,39,12,46,12,37,121,2130,0,213,401,149,43,95
150030101003,33,124,540,117,213,82279,9,50,27,2,26,3,12,19,2,3,7,19,1,5,10,18,356,7,73,126,3,1,3
150030101004,0,578,1980,288,491,79750,17,48,55,32,37,16,64,55,14,3,6,36,17,20,23,48,1031,63,95,166,96,50,21
150030102011,63,492,1700,195,522,67188,32,85,40,8,71,17,17,19,29,3,20,43,34,15,50,39,955,67,178,149,82,13,33
150030102012,0,281,1181,154,415,88594,28,62,52,8,32,12,51,42,33,6,3,45,3,0,16,22,806,11,156,150,59,29,10
150030102013,0,850,2467,256,579,84934,32,97,106,7,38,15,42,40,22,11,14,10,21,15,64,45,1238,29,187,184,102,40,37
150030102021,1068,145,773,136,248,96389,5,20,29,13,35,26,46,10,0,4,6,0,0,0,35,19,449,17,77,124,12,8,10
150030102022,0,945,2832,200,524,93333,12,108,38,0,56,5,81,50,5,21,14,11,0,25,38,60,1011,35,214,104,125,18,28
150030102023,0,537,1438,56,238,138229,0,8,9,0,35,14,51,51,0,0,7,0,24,0,0,39,645,0,30,68,94,33,13
150030102024,774,434,1251,142,265,112031,0,53,44,0,31,12,53,32,5,14,0,0,8,0,0,13,505,5,110,99,21,21,9
150030103031,8,267,1708,433,566,82045,42,79,81,25,40,0,63,54,24,8,21,34,8,26,38,23,1281,25,112,230,143,23,33
150030103032,0,64,595,141,250,84821,2,26,63,0,22,0,18,17,4,7,34,4,32,0,16,5,518,3,94,67,69,5,12
150030103033,0,332,1654,403,476,104219,8,78,89,0,80,0,50,30,0,23,24,0,9,25,8,52,1180,8,54,226,124,41,23
150030103051,25,363,1936,454,566,112188,0,109,58,15,38,0,160,69,0,8,53,7,7,16,5,21,1299,0,141,203,158,50,14
150030103052,49,331,1793,338,544,115938,7,125,53,0,87,0,102,57,8,12,0,6,8,14,57,8,1213,8,125,234,108,59,10
150030103053,0,242,936,77,207,71771,9,16,8,0,7,25,26,30,7,6,0,0,0,0,16,57,503,25,48,42,42,12,38
150030103061,0,176,810,220,273,202589,0,22,38,0,0,0,27,137,0,0,12,0,0,0,0,37,596,37,12,127,58,39,0
150030103062,0,295,1209,278,429,96696,29,30,0,18,84,0,37,73,15,0,14,0,62,0,16,51,790,0,179,150,89,11,0
150030103063,0,123,690,117,257,124375,0,41,22,0,10,0,55,62,0,0,0,0,18,0,0,49,490,0,100,97,52,0,8
150030103064,0,213,983,259,285,104485,0,117,49,0,0,0,62,45,0,0,0,0,0,0,0,12,699,0,77,99,31,59,19
150030103065,0,247,2282,322,823,123914,0,234,128,0,148,14,137,90,15,14,0,15,0,28,0,0,1802,0,126,443,240,0,14
150030103081,46,139,975,223,325,94716,0,69,66,0,31,0,40,23,7,15,0,0,0,21,34,19,700,0,76,182,32,23,12
150030103082,15,44,516,120,170,129750,0,0,24,0,32,7,25,37,0,7,8,20,0,10,0,0,426,0,48,51,36,7,28
150030103083,10,284,1824,440,535,98750,0,106,21,0,93,10,84,66,8,37,0,8,27,38,9,28,1326,15,104,181,116,101,18
150030105031,105,134,746,178,257,57875,4,22,29,27,14,0,4,23,10,0,10,20,28,0,38,28,438,22,73,144,9,0,9
150030105032,0,243,916,212,262,106094,0,43,54,0,28,0,56,10,0,4,0,5,4,0,10,48,579,8,58,117,51,17,11
150030105041,72,242,1484,340,539,62604,57,51,0,50,91,9,0,50,16,17,0,17,57,12,33,79,1115,24,154,221,56,69,15
150030105042,151,339,1232,179,398,111250,0,55,97,0,37,0,24,92,17,0,0,0,9,38,7,22,877,15,103,142,62,76,0
150030105043,0,373,1622,242,380,146400,0,25,40,8,54,0,96,83,4,0,0,0,0,9,0,61,942,0,104,125,57,53,41
150030105051,0,141,1180,313,347,137847,0,55,42,0,27,9,86,72,0,0,0,0,0,8,18,30,960,0,68,104,63,65,47
150030105052,14,236,1513,482,437,114583,8,93,47,0,26,0,114,56,0,0,0,0,23,0,27,43,1055,0,40,226,139,14,18
150030105053,0,80,645,212,258,113333,0,57,55,0,24,0,42,44,8,0,9,11,0,0,8,0,497,9,63,147,16,23,0
150030105071,0,545,2830,411,878,122083,9,133,96,11,189,8,131,116,39,15,9,17,12,31,18,44,1826,12,235,421,118,74,18
150030105072,0,747,2446,81,821,73285,0,137,104,9,66,17,43,31,24,18,37,39,55,67,0,174,1219,45,412,293,63,8,0
150030105081,19,80,649,92,230,111548,7,27,49,0,29,11,44,25,0,0,0,0,7,0,0,31,547,0,50,104,36,19,21
150030105082,0,401,1714,276,737,101932,15,101,151,0,30,16,128,85,32,39,15,14,8,14,33,56,1207,0,334,346,52,0,5
150030106011,36,181,959,214,284,103500,0,34,60,0,35,7,49,10,8,0,0,0,0,6,42,33,695,0,40,127,67,50,0
150030106012,15,235,1539,327,447,82589,15,55,57,0,25,53,16,80,0,38,0,14,41,32,0,21,926,36,158,151,28,31,43
150030106013,0,113,812,163,267,90208,9,31,16,0,40,0,15,57,0,0,17,0,24,8,42,8,566,9,98,52,75,26,7
150030106021,0,290,1354,243,391,123359,8,67,57,0,89,0,44,52,0,13,0,24,0,0,28,9,830,9,113,163,40,59,7
150030106022,119,373,1713,284,477,114023,0,69,89,22,53,15,81,59,0,0,0,9,0,0,19,61,1145,14,99,179,110,46,29
150030106023,37,340,2101,477,698,124412,0,65,128,10,119,0,108,118,0,0,0,8,9,38,66,29,1605,25,103,371,115,33,51
150030107011,0,711,2584,387,818,137500,0,106,103,17,114,8,206,135,18,0,0,9,10,35,17,40,1732,0,233,399,98,48,40
150030107012,0,129,1483,431,487,126250,15,37,67,0,46,0,85,117,17,28,8,8,0,20,16,23,1130,9,62,272,92,21,31
150030107021,0,291,2131,618,613,118281,0,121,84,17,75,9,77,128,23,0,10,22,8,0,24,15,1541,0,140,216,118,95,44
150030107022,116,161,1368,589,545,72311,30,63,30,38,68,15,53,39,6,15,30,8,41,9,33,67,757,217,72,178,24,30,24
150030108011,1472,40,240,0,97,44899,0,0,0,0,10,0,0,0,0,0,0,0,50,0,37,0,120,0,74,23,0,0,0
150030108012,42,794,2025,0,656,55450,23,72,30,0,5,12,5,3,16,35,20,61,70,36,127,141,1061,0,300,312,39,5,0
150030108021,1447,1796,4644,0,1542,63526,61,316,230,31,42,0,73,54,126,33,134,35,87,61,142,117,2721,0,523,871,136,12,0
150030108022,474,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030108023,0,247,731,0,253,87434,11,19,15,0,64,0,6,41,0,0,29,34,0,16,0,18,473,0,68,150,35,0,0
150030109011,0,300,920,156,284,140806,30,22,27,0,45,0,49,72,0,0,19,0,0,6,0,14,630,0,30,184,48,22,0
150030109012,8,354,1968,368,684,119286,54,45,58,0,117,0,52,154,0,11,27,5,34,11,36,80,1464,0,180,351,92,11,50
150030109031,0,309,2195,355,676,110357,15,72,89,9,52,9,58,181,38,9,13,32,19,30,27,23,1540,18,195,246,108,34,75
150030109032,29,223,1482,252,698,50543,83,81,8,19,7,39,38,62,29,27,51,23,57,11,78,85,878,121,320,220,30,7,0
150030109041,0,386,1526,320,541,101625,18,52,57,0,20,0,59,141,0,59,26,30,0,9,5,65,1160,0,112,295,98,16,20
150030109042,5,290,1403,268,484,73667,15,34,40,0,35,11,67,58,16,0,6,0,54,0,54,94,963,0,142,222,103,17,0
150030109051,25,444,2403,452,865,81033,43,103,88,24,54,43,137,71,28,11,16,40,38,76,38,55,1521,110,267,286,149,39,14
150030110001,48,229,1441,297,451,151477,0,42,58,0,28,10,86,146,9,9,10,17,2,7,18,9,1099,9,82,186,108,21,45
150030110002,240,406,1926,513,669,136964,6,32,104,3,62,10,141,168,8,49,4,27,12,1,20,22,1482,14,145,309,115,65,21
150030110003,432,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030111031,34,554,2805,650,847,131563,18,133,49,10,69,9,148,231,7,9,0,18,21,0,54,71,2008,27,141,338,215,91,35
150030111032,5,135,927,210,301,101307,0,49,31,9,7,9,86,38,0,0,10,0,43,10,0,9,784,10,38,101,80,56,16
150030111041,0,165,1004,188,306,131400,0,51,43,8,31,0,66,70,0,0,0,10,0,11,8,8,714,0,80,126,30,58,12
150030111042,26,599,2542,596,791,110804,59,151,120,8,78,9,95,119,0,12,0,18,18,10,49,45,1946,20,109,358,163,96,45
150030111043,0,185,1007,189,376,122660,17,53,63,8,35,0,59,50,0,41,17,0,9,0,24,0,745,0,100,204,58,7,7
150030111051,0,118,619,143,233,130521,0,22,26,0,59,8,17,43,7,0,33,0,5,4,9,0,472,10,28,141,54,0,0
150030111052,0,297,1710,292,752,104583,18,54,94,9,84,9,90,136,7,6,8,15,28,15,72,107,1208,25,329,326,61,11,0
150030111053,0,175,834,122,410,83145,8,82,58,0,58,0,20,29,0,18,18,16,7,9,71,16,605,6,203,201,0,0,0
150030111061,0,387,1284,170,420,142071,11,17,69,13,47,0,77,127,9,0,0,0,0,8,24,18,1019,8,43,187,137,34,11
150030111062,0,149,1207,262,339,160042,0,26,29,3,25,0,70,100,6,8,0,8,14,8,7,35,888,3,32,103,164,27,10
150030111063,8,235,1207,280,387,139205,0,30,27,0,60,0,83,98,19,0,14,12,9,0,8,27,839,7,55,250,38,26,11
150030111064,19,445,2249,495,615,121007,7,115,91,0,77,0,71,138,17,27,12,8,23,0,9,20,1506,6,175,185,120,76,53
150030112011,0,128,598,115,212,104643,0,29,21,11,35,38,29,33,0,7,0,0,0,0,0,9,380,15,61,89,47,0,0
150030112012,42,186,825,179,273,143125,9,28,13,0,85,0,49,47,0,0,0,0,0,0,8,34,538,0,114,90,32,37,0
150030112013,0,165,1049,281,370,153676,7,14,46,6,9,0,97,110,32,0,18,0,0,7,9,15,855,8,72,173,74,0,43
150030112014,0,168,631,98,200,137813,0,30,19,0,41,7,24,48,0,0,8,8,0,0,9,6,404,0,57,106,20,10,7
150030112015,0,288,1174,174,417,143219,0,20,67,7,59,0,65,115,9,0,0,0,0,6,43,26,898,15,58,219,98,27,0
150030112021,0,277,1500,340,539,115655,13,45,81,22,35,21,28,168,0,5,21,6,12,25,25,32,1146,30,145,202,97,19,46
150030113001,0,140,1015,231,248,104861,0,7,53,11,8,7,8,78,7,0,0,0,0,0,15,54,658,11,34,68,79,29,27
150030113002,0,1093,3227,357,634,103158,62,22,126,0,91,0,102,32,32,2,8,6,32,11,78,30,1545,16,206,175,72,93,72
150030113003,23,226,478,8,130,85217,0,74,0,0,0,0,7,0,0,0,22,0,7,0,0,20,202,29,14,80,0,7,0
150030113004,0,377,1392,246,354,58125,7,55,29,0,16,57,17,41,0,27,0,20,17,8,47,13,810,7,105,113,88,13,28
150030114001,0,113,176,0,38,NA,0,0,0,20,0,0,0,0,18,0,0,0,0,0,0,0,56,0,20,18,0,0,0
150030114002,0,376,988,13,325,55536,34,49,13,0,8,0,14,9,9,11,30,24,24,24,20,56,601,0,100,179,41,5,0
150030114003,1295,402,1127,0,373,62279,14,36,57,0,18,0,0,5,7,12,48,31,16,15,28,86,679,9,93,233,32,6,0
150030115001,90,491,1996,89,772,128306,0,103,129,0,222,0,86,88,0,0,0,42,0,0,18,84,1448,0,175,531,53,13,0
150030115002,0,613,2339,185,542,127500,6,72,92,0,59,2,131,84,12,10,4,4,9,4,24,29,1544,2,77,211,98,66,88
150030115003,0,1940,5032,214,1420,89695,11,438,247,50,114,4,94,35,27,6,95,24,28,26,88,133,2549,13,598,546,211,40,12
150039400011,0,513,2103,377,493,78393,21,57,62,3,26,17,58,53,22,20,19,30,22,19,17,47,1198,40,118,130,95,44,66
150039400012,0,306,1723,344,493,92639,23,79,41,18,37,10,68,67,8,6,10,18,28,8,28,44,1046,44,122,179,85,22,41
150039400021,0,281,1142,185,265,88194,14,32,27,4,23,0,26,31,23,0,0,14,9,0,22,40,663,15,49,80,66,19,36
150039400022,0,483,1537,120,321,71339,27,48,35,14,33,3,25,13,11,12,11,5,12,20,15,37,651,50,77,91,48,32,23
150039400023,0,526,2181,306,459,80208,14,62,53,7,37,5,62,38,18,20,23,19,20,18,6,57,1126,25,115,124,82,66,47
150039400024,0,752,2247,164,533,39306,120,38,56,25,23,19,28,0,45,11,14,40,16,4,18,76,770,99,196,187,12,35,4
150039800001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039802001,612,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039803001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039806001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039807001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039808001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039810001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039811001,27,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039812001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039813001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039814001,0,0,4,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0
150039900010,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
